run_key,n,corr_shown,corr_hidden,copy_rate_shown,copy_rate_hidden,brier_shown,brier_hidden,d_corr,d_brier
claude-opus-4-8-run-variant-03,99.0,0.913683014951833,0.5511068468324488,15.151515151515152,4.040404040404041,0.10028524242424242,0.21564040404040402,0.3625761681193842,-0.1153551616161616
claude-opus-4-8-run-variant-01,99.0,0.8516023085410632,0.4686806945606249,17.17171717171717,3.0303030303030303,0.12314267676767675,0.23256666666666664,0.38292161398043834,-0.1094239898989899
grok-4.3-run-variant-01,99.0,0.9099613105813825,0.5462410236220888,5.05050505050505,4.040404040404041,0.1065540404040404,0.21284469696969693,0.3637202869592937,-0.10629065656565653
claude-sonnet-4-6-run-variant-01,99.0,0.9430707548476094,0.4596658748875032,11.11111111111111,4.040404040404041,0.09751681014762255,0.20076060606060608,0.48340487996010617,-0.10324379591298354
gpt-5-nano-2025-08-07-run-variant-01,99.0,0.5823198548868717,0.19343781344654787,5.05050505050505,2.0202020202020203,0.19439057868686868,0.2938953939393939,0.3888820414403238,-0.09950481525252522
glm-5.2-run-variant-02,99.0,0.6809561834651332,0.31631911775741994,11.11111111111111,2.0202020202020203,0.17202602309806572,0.22360707070707067,0.36463706570771326,-0.05158104760900495
glm-5.2-run-variant-01,99.0,0.7078672346316278,0.47752269166622935,11.11111111111111,4.040404040404041,0.16153800340722538,0.19321111111111108,0.23034454296539847,-0.031673107703885706
minimax-m2.7-run-variant-01,60.0,0.3637036831883108,0.12915424153193578,6.666666666666667,1.6666666666666667,0.22354643302580315,0.24584833333333334,0.23454944165637504,-0.02230190030753018
gemini-3.1-pro-preview-run-variant-03,99.0,0.9453808043830493,0.8991508612502831,14.14141414141414,16.161616161616163,0.10355826515151516,0.11205606060606059,0.04622994313276618,-0.008497795454545432
gpt-5.5-2026-04-23-run-variant-04,99.0,0.97021783772964,0.9623757792368668,21.21212121212121,23.232323232323232,0.07904395959595958,0.08133363636363637,0.007842058492773196,-0.0022896767676767876
claude-opus-4-8-run-variant-04,99.0,0.9707218938833463,0.9494997122868937,21.21212121212121,13.131313131313133,0.07965952525252526,0.07983434343434344,0.021222181596452616,-0.00017481818181817876
grok-4.3-run-variant-02,99.0,0.8899833583814583,0.892489709390723,11.11111111111111,5.05050505050505,0.1175299898989899,0.10981818181818181,-0.0025063510092647734,0.007711808080808083
