due,source,id,mkt_due,out,freeze,gamma,b_freeze
2024-07-21,manifold,HFuD5HPpd2ZR9gLk6nhj,0.0441497407,0.0,0.044149740713244,0.0019491996038772366,0.0019491996050466746
2024-07-21,manifold,IMLre6PYIQgsesV6Wa6O,0.2386662379,0.0,0.25,0.056961573113339395,0.0625
2024-07-21,manifold,IUetZc700ZLVlkWh6n0D,0.0326999259,0.0,0.032979570853004,0.001069285153865491,0.001087652093648311
2024-07-21,manifold,JNC9AKTKeNrRJ4QYzB9I,0.1600937502,0.0,0.160093750196216,0.0256300088531,0.02563000885188841
2024-07-21,manifold,KCFbp1TH0RYN4j5zYdmh,0.3209375425,1.0,0.6458942140911571,0.4611258211859392,0.12539090761411928
2024-07-21,manifold,KtGRsTouYWiDPaPhRC3o,0.1244815624,0.0,0.133023515414216,0.015495659377545093,0.01769525565315616
2024-07-21,manifold,Nc8DWWUyYm6CQp6PvOEv,0.9419674891,1.0,0.937466437292899,0.0033677723213586122,0.00391044646484293
2024-07-21,manifold,PNVVTlruggno0Yw5tjVS,0.858844878,1.0,0.516694366482575,0.01992476846683489,0.2335843353896795
2024-07-21,manifold,QHFQmCmz8HplpN2QQnl2,0.0985094894,0.0,0.104668967469624,0.009704119501848713,0.010955592751157206
2024-07-21,manifold,TPkEjiNb1wVCIGFnPcDD,0.7596069648,1.0,0.7565624485542961,0.05778881137266843,0.05926184145387973
2024-07-21,manifold,UQRBDDvSiDEEsJbevE4p,0.1375294801,0.0,0.145373919642669,0.018914357896576292,0.02113357651227318
2024-07-21,manifold,VB1RhUVlnNfhclAh4LvR,0.8230106011,1.0,0.8794534364540151,0.031325247322983314,0.014531473982746181
2024-07-21,manifold,YleFhm7mAbAVzTW1dUmI,0.0439419125,0.0,0.043941912524835,0.0019308916741576562,0.0019308916763402513
2024-07-21,manifold,cE1pnjaMDDaOF16V14Y2,0.9398513734,1.0,0.940801223591126,0.0036178572818662247,0.0035044951283078633
2024-07-21,manifold,ex1RJ8NMa2JT0zcrPtQg,0.3505365255,0.0,0.350536525530548,0.12287585570961213,0.12287585573102852
2024-07-21,manifold,iPG19DGNrWEkbUBjfk6L,0.2311389963,0.0,0.231138996277837,0.05342523561057142,0.05342523560032594
2024-07-21,manifold,iUA9Ddc0CVYiNthwVluW,0.1312895405,0.0,0.131289540546002,0.017236943444701138,0.017236943456780306
2024-07-21,manifold,iokMHn6kkmntt9E0aHHz,0.6897982355,0.0,0.8084232263901221,0.4758216056989134,0.6535481129670146
2024-07-21,manifold,l9dhLkCSjs5m0baSCsgf,0.54,1.0,0.582859736025749,0.21159999999999995,0.17400599982850778
2024-07-21,manifold,lFx5LHHUTgHnQPquiOMs,0.0593616693,0.0,0.059361669276155,0.0035238077820825627,0.0035238077792516045
2024-07-21,manifold,taYZcNp99aWqZLI2nq9v,0.03787216,0.0,0.084492674613288,0.0014343005030656001,0.007139012063306961
2024-07-21,manifold,xv86CDBe0flxF2epvO3f,0.3877197857,0.0,0.5079800149753181,0.1503266322232539,0.2580436956143244
2024-07-21,manifold,yVAEXGniXeFkCfHQajGo,0.0746735557,0.0,0.074673555650438,0.005576139920881003,0.0055761399134790605
2024-07-21,manifold,ylIXgDeMDCYkltnmAlpZ,0.3666232627,0.0,0.406942505684817,0.13441261675279323,0.16560220293303732
2024-07-21,metaculus,13467,0.089,0.0,0.089,0.007921,0.007921
2024-07-21,metaculus,15010,0.01,0.0,0.01,0.0001,0.0001
2024-07-21,metaculus,15619,0.02,0.0,0.03,0.0004,0.0009
2024-07-21,metaculus,15796,0.78,1.0,0.75,0.04839999999999999,0.0625
2024-07-21,metaculus,17178,0.1,0.0,0.13,0.010000000000000002,0.016900000000000002
2024-07-21,metaculus,17179,0.0135010872,0.0,0.02,0.00018227935558200382,0.0004
2024-07-21,metaculus,17180,0.25,0.0,0.29,0.0625,0.0841
2024-07-21,metaculus,17432,0.01,0.0,0.01,0.0001,0.0001
2024-07-21,metaculus,20695,0.55,1.0,0.53,0.20249999999999996,0.22089999999999999
2024-07-21,metaculus,20720,0.6,1.0,0.62,0.16000000000000003,0.1444
2024-07-21,metaculus,20895,0.22,0.0,0.21,0.0484,0.04409999999999999
2024-07-21,metaculus,21114,0.06,0.0,0.099,0.0036,0.009801
2024-07-21,metaculus,23876,0.78,0.0,0.78,0.6084,0.6084
2024-07-21,metaculus,24034,0.04,0.0,0.05,0.0016,0.0025000000000000005
2024-07-21,metaculus,2577,0.009,0.0,0.01,8.099999999999999e-05,0.0001
2024-07-21,metaculus,6427,0.5,1.0,0.492,0.25,0.258064
2024-07-21,metaculus,6456,0.1,0.0,0.1,0.010000000000000002,0.010000000000000002
2024-07-21,metaculus,7444,0.49,1.0,0.48,0.2601,0.27040000000000003
2024-07-21,metaculus,7664,0.8,1.0,0.8,0.03999999999999998,0.03999999999999998
2024-07-21,polymarket,0x009f3196eb90f47b7eb23e1cc0b06759806df193ec58a0dab081eaabbe8a1310,0.94,1.0,0.91,0.0036000000000000064,0.008099999999999994
2024-07-21,polymarket,0x04787bbd66241501604f377f11b897879c1593b019bb3363dac0a73e99b4a131,0.075,0.0,0.065,0.005625,0.0042250000000000005
2024-07-21,polymarket,0x0590ee8929a1178e5490b8a98915d2e3697b5b67ec7872cf3d102814db65e5ad,0.415,0.0,0.68,0.172225,0.4624000000000001
2024-07-21,polymarket,0x0784ce77446e73c456f7ea8216108ce3a2673488aba71afdaadb0939324b4c59,0.0125,0.0,0.0175,0.00015625000000000003,0.00030625000000000004
2024-07-21,polymarket,0x10c085ad9796aa0f7eda5ba053722c8c12357623257f301d01a2414ffee3ba40,0.04,0.0,0.06,0.0016,0.0036
2024-07-21,polymarket,0x122678509891ed9fe0b9ad7ff7a71a1a36aad334d9eae2d5421648b511371df1,0.9995,1.0,0.2385,2.4999999999994493e-07,0.5798822500000002
2024-07-21,polymarket,0x154efa11ed56deca4d0d06adf2bb711a420f5128f2a274be0d6631ed4380ca78,0.49,1.0,0.48,0.2601,0.27040000000000003
2024-07-21,polymarket,0x1742f180a7ff24c2a89f3775e8f4243169085b7a25a50f15c76090b816e4c994,0.002,0.0,0.0025,4e-06,6.25e-06
2024-07-21,polymarket,0x17620fcf724a1f33730294e7cb5b6cd09a4cd37b0a635173cf839709c5500b5a,0.042,0.0,0.027,0.0017640000000000002,0.0007289999999999999
2024-07-21,polymarket,0x2b56ba9f29601cbd226521a3081b150232f10e7e46591e4e33826aa406c3dbcc,0.945,1.0,0.92,0.0030250000000000055,0.006399999999999993
2024-07-21,polymarket,0x2c1d8f3388f56e1641a57eec4d7645cb1dccb42054cf0d6aacc7e353d778b4f1,0.84,1.0,0.735,0.02560000000000001,0.07022500000000001
2024-07-21,polymarket,0x31a5dcf98ab184ef2c167c7daaca2155242d61f841cb9ac9615f1e03c77b7732,0.445,0.0,0.545,0.198025,0.29702500000000004
2024-07-21,polymarket,0x349b7550429a7da9ef8e25d421a8053aabc0b254d81f39edee18d8cad04a43b8,0.005,0.0,0.005,2.5e-05,2.5e-05
2024-07-21,polymarket,0x4043107449bc2145e5c31d0551c6940d72d3d8cf9d81a17115eb111635cb55a1,0.15,0.0,0.053,0.0225,0.002809
2024-07-21,polymarket,0x438883974dfc3b261a0826c47f3f54329e9632314f85e5950b85f57d9e490363,0.0255,0.0,0.0255,0.0006502499999999999,0.0006502499999999999
2024-07-21,polymarket,0x4727f17403578f6dcde55e284c0c62fa2b773bf14f9ea1478426b26f0e5a439d,0.085,0.0,0.075,0.007225000000000001,0.005625
2024-07-21,polymarket,0x4ac4849343a847d75cff15174a139ef9c4bc89bdb8c8bcdd7bee61204912d549,0.32,0.0,0.305,0.1024,0.093025
2024-07-21,polymarket,0x4ddba39e67b2f7f4a78808a4975fbdd8b591f73207b8f1fd9b607821481aa994,0.24,0.0,0.24,0.0576,0.0576
2024-07-21,polymarket,0x573dfc705c8f4250064b3ad30d2cc43397f16c9fc5b343473c860bbd04d7a3ca,0.155,1.0,0.075,0.7140249999999999,0.8556250000000001
2024-07-21,polymarket,0x5986206793f3c14534b0f559fc4f4d18d81e563aa7e65c1f9b0f7e9281e5b033,0.0105,0.0,0.0105,0.00011025000000000001,0.00011025000000000001
2024-07-21,polymarket,0x5c9490cd2121384ebb7a08b0aed1fa9a5239d98096d91b4bd6827c47c94951b2,0.285,1.0,0.24,0.5112250000000002,0.5776
2024-07-21,polymarket,0x5cd8bb97af43191779906af4e624fd87eb2a07bcdb19a22b8f0943cc20dca848,0.011,0.0,0.011,0.00012099999999999999,0.00012099999999999999
2024-07-21,polymarket,0x60752c2a562d7faff00a82238520a13a9a5a5ee2927afd397d224dc54361afd6,0.989,1.0,0.94,0.00012100000000000022,0.0036000000000000064
2024-07-21,polymarket,0x6102f6b038bfeff39a2e6f0ebf35ea841c4ded4120855b1cb8e9f68b8df0224a,0.0005,0.0,0.0165,2.5e-07,0.00027225000000000003
2024-07-21,polymarket,0x63634b4e14297a748923f86dca4fa0c6c659db0f5fadeeb8e419e48e20759c34,0.0055,0.0,0.0065,3.0249999999999997e-05,4.225e-05
2024-07-21,polymarket,0x7970aad0f57cc6e4b4227affdb969e8a6db419db839dcf522c451d38175534a3,0.085,0.0,0.13,0.007225000000000001,0.016900000000000002
2024-07-21,polymarket,0x7ade8b93914ae38b2fc95cba3e6796667b838add5f06ee2dc97b812fbd464c32,0.506,1.0,0.6095,0.244036,0.15249024999999997
2024-07-21,polymarket,0x7e912d337aec54d321a4d415bd05e5a6676c3f04617f07def1281be7e0af3e91,0.0035,0.0,0.008,1.2250000000000001e-05,6.4e-05
2024-07-21,polymarket,0x8087cd3c2a88c34848bbb180b1fe7d119f8e116333de68f103cf3e408a7d5868,0.95,1.0,0.95,0.0025000000000000044,0.0025000000000000044
2024-07-21,polymarket,0x81bb9ebd9312790810d3d40ee6545d97a8cbaee3233959b3e2bb4c37604e5e82,0.075,0.0,0.085,0.005625,0.007225000000000001
2024-07-21,polymarket,0x87ebcc9f6660a5b9613650c3d91bae01f4503b11eb61a782b993bbc3a5d41b04,0.0095,0.0,0.0175,9.025e-05,0.00030625000000000004
2024-07-21,polymarket,0x8ba020facbdb28e70792e5de86005dd98d47f29824ca602c4027b00e0e9a7e5a,0.01,0.0,0.0105,0.0001,0.00011025000000000001
2024-07-21,polymarket,0x997b475d23a34b3683f6d9886d45261ac8ff69fd8a5c04618b54a3c5f2eb642e,0.005,0.0,0.005,2.5e-05,2.5e-05
2024-07-21,polymarket,0x9fce1292bea6748addd9a96632ab7455f64028671816e964a692686573079574,0.105,0.0,0.095,0.011024999999999998,0.009025
2024-07-21,polymarket,0xa05e93dbcfefc56ee0ab0151512dccaae63840650eaae9ed8a89d5dcbe238f22,0.91,1.0,0.95,0.008099999999999994,0.0025000000000000044
2024-07-21,polymarket,0xa47e90f1232464539a75336de9fa41856285bc2dd5250ee509084ee90cf2d26e,0.0335,0.0,0.034,0.0011222500000000002,0.0011560000000000001
2024-07-21,polymarket,0xa4855d0b28960be4824c31c280d274572e176313d8efda21446cabe6bdc32efc,0.325,0.0,0.33,0.10562500000000001,0.10890000000000001
2024-07-21,polymarket,0xa8b22d7d3402b9823aca8ba68fa9beee749049bf67b8efa0935fcb8963d5d357,0.031,0.0,0.0215,0.0009609999999999999,0.00046224999999999993
2024-07-21,polymarket,0xaadfafde42e214e0db9c6a652cdaf2ec1203c0f41e8380d5387f370b89945285,0.0035,0.0,0.0035,1.2250000000000001e-05,1.2250000000000001e-05
2024-07-21,polymarket,0xad1b0c00056e2f29ac47f2b410a91f2dda57181d5c01257f6efa395089805558,0.09,0.0,0.125,0.0081,0.015625
2024-07-21,polymarket,0xb122e0e3150fc235ab62a0f17b04e7385c87e185790ef1d1a3816590ead9d2b7,0.0185,0.0,0.029,0.00034224999999999994,0.0008410000000000001
2024-07-21,polymarket,0xb3a14c854a91cc1d57bb4ed3ce1f74a1c3a08b9d6316f30874bda08e90fa663e,0.005,0.0,0.005,2.5e-05,2.5e-05
2024-07-21,polymarket,0xb3e11395bc67c2ad811de3ea4f58d47778e7a7d209eb73bc04a21c5a7472c186,0.215,0.0,0.23,0.046224999999999995,0.0529
2024-07-21,polymarket,0xb4dfe263c46220c1ecaccfd524914457f60278f5507107e8f303fa6ac2ff5eed,0.48,0.0,0.4995,0.2304,0.24950025
2024-07-21,polymarket,0xbce0ff6f8ee396ec39e76c8b60d747272e8bf4bd65f31d0e131b64aceb0be3b5,0.165,0.0,0.14,0.027225000000000003,0.019600000000000003
2024-07-21,polymarket,0xc471a026180a086c0a887e8ba73d8016bc8dbd9539ef85ea199d666f240aca17,0.09,0.0,0.15,0.0081,0.0225
2024-07-21,polymarket,0xc5db10fafffb5283a093c435ce617a61f0127e3a24a57419e7d25550c6b8df38,0.0655,0.0,0.071,0.004290250000000001,0.0050409999999999995
2024-07-21,polymarket,0xc8081f7c63082b34b1b2497f339c291e00587e8800b48db8096fbe763c2be31c,0.0005,0.0,0.68,2.5e-07,0.4624000000000001
2024-07-21,polymarket,0xd9773233f3dd345b0cf99b4338e9663dee025c76bcdae2d8f11efb4327a3566d,0.0305,0.0,0.033,0.00093025,0.0010890000000000001
2024-07-21,polymarket,0xdbc21bd5109333eb7d6f35e6d5ac6e64b39844ceba0abcb790ea87269e6bb97e,0.49,1.0,0.55,0.2601,0.20249999999999996
2024-07-21,polymarket,0xe610902a9cbe5a4969466a5b853f9165fa071b9804aa7f71db768db5c757b96b,0.475,0.0,0.44,0.225625,0.1936
2024-07-21,polymarket,0xea27d1fc974b4aa0756d37bb2c72e9e424b74a271e291b195510dc68399e5071,0.16,0.0,0.16,0.0256,0.0256
2024-07-21,polymarket,0xea3b3876ef2d1777f4320c79e9fb08cd4dbea4f174403995b8884f34aa5d76c9,0.0705,0.0,0.02,0.004970249999999999,0.0004
2024-07-21,polymarket,0xed3a181bf912941cd49a24094cfba00ba30d3a48afe00cdabf32041324edc83e,0.0285,0.0,0.0285,0.00081225,0.00081225
2024-07-21,polymarket,0xf16beeed75c5f75a6bec765511631c5f145b0328d20a29d4f73b1f7f3dbf8657,0.0165,0.0,0.019,0.00027225000000000003,0.000361
2024-07-21,polymarket,0xf5875410202b3545491774ab5e712a6e05a0ffe780c52270cc8d70cc95164411,0.004,0.0,0.415,1.6e-05,0.172225
2024-07-21,polymarket,0xf80032ad5496e997beb357f01e9fe69382d7c755cde2352eba37410db006c21d,0.0005,0.0,0.0005,2.5e-07,2.5e-07
2024-07-21,polymarket,0xf808e139238945c244d8d54011908c2856a2a53b51f3c28ffaeb95de48677fae,0.475,0.0,0.475,0.225625,0.225625
2024-07-21,polymarket,0xfe495172d67c0bd95c8c62b9a9f9815b6e35d9653e5a1f4f8c1abb051e4f3638,0.0085,0.0,0.01,7.225000000000001e-05,0.0001
2025-03-02,infer,1363,0.0124,0.0,0.0125,0.00015376,0.00015625000000000003
2025-03-02,infer,1386,0.0785,0.0,0.0958,0.00616225,0.009177639999999999
2025-03-02,infer,1413,0.0073,0.0,0.0064,5.329e-05,4.096e-05
2025-03-02,infer,1414,0.1359,0.0,0.1884,0.01846881,0.03549456
2025-03-02,manifold,1BskFw5s4FlnaJET30ai,0.0717547785,0.0,0.071754778451823,0.0051487482375840625,0.005148748230670202
2025-03-02,manifold,28RJ23fKDFMr4Mo8YQ4f,0.8874147509,1.0,0.7500000000000001,0.012675438314909053,0.062499999999999944
2025-03-02,manifold,AZNPqIQuA0,0.2597689891,1.0,0.231618129723392,0.5479419494980359,0.590410698569778
2025-03-02,manifold,AaZr2KnQYHGRVHzvKoHa,0.4136477553,0.0,0.413647755252235,0.17110446546472866,0.17110446542521293
2025-03-02,manifold,AtLFLzDlSERmVcSdUapy,0.1995063961,0.0,0.199506396107916,0.0398028020848101,0.039802802087968686
2025-03-02,manifold,IMLre6PYIQgsesV6Wa6O,0.0560377506,0.0,0.052268250403709,0.0031402294923078,0.002731970000264826
2025-03-02,manifold,IWT36MaBUPU5dtiCygxo,0.4684704083,0.0,0.468470408310548,0.21946452345276868,0.21946452346265155
2025-03-02,manifold,QVCzHBisAcKNfHYEAB4G,0.4979705366,1.0,0.497970536606137,0.2520335821216919,0.25203358211553006
2025-03-02,manifold,QtxO4jGNyhDzq5s3NrcG,0.902388737,1.0,0.902388736969512,0.00952795866445517,0.009527958670407103
2025-03-02,manifold,RJH3aufks8LK0Pjyhrgl,0.2162349905,0.0,0.214329897558234,0.04675757111653509,0.04593730498732308
2025-03-02,manifold,SqEcEtuq28,0.0376690148,0.0,0.041557281433086,0.001418954676002619,0.0017270076401087143
2025-03-02,manifold,Sqnu2sPyuC,0.0107273746,0.0,0.032147986278168,0.00011507656580872517,0.001033493021741278
2025-03-02,manifold,WjigEUrHmJzDR7P5XXi0,0.555360854,0.0,0.555360853991112,0.30842567815560934,0.30842567814573724
2025-03-02,manifold,cE1pnjaMDDaOF16V14Y2,0.9652062499,1.0,0.9628204529004872,0.0012106050460212476,0.0013823187225248882
2025-03-02,manifold,dcgscdEUc0,0.1764960689,0.0,0.254332216419599,0.031150862337153546,0.06468487630890575
2025-03-02,manifold,h2h0QzCqqC,0.2907018971,1.0,0.338199192158807,0.5031037987775391,0.43798030925925563
2025-03-02,manifold,llC0sSgzg8,0.65,1.0,0.55,0.12249999999999998,0.20249999999999996
2025-03-02,manifold,sis542tw6o,0.5441413915,0.0,0.451616360551186,0.29608985394355625,0.2039573371174988
2025-03-02,metaculus,10176,0.047,0.0,0.047,0.002209,0.002209
2025-03-02,metaculus,13467,0.06,0.0,0.06,0.0036,0.0036
2025-03-02,metaculus,15370,0.61,1.0,0.5,0.1521,0.25
2025-03-02,metaculus,17519,0.001,0.0,0.001,1e-06,1e-06
2025-03-02,metaculus,21856,0.913,1.0,0.913,0.007568999999999994,0.007568999999999994
2025-03-02,metaculus,24819,0.2,0.0,0.2,0.04000000000000001,0.04000000000000001
2025-03-02,metaculus,29027,0.01,0.0,0.02,0.0001,0.0004
2025-03-02,metaculus,5768,0.25,1.0,0.35,0.5625,0.42250000000000004
2025-03-02,metaculus,7335,0.932,1.0,0.9,0.004623999999999993,0.009999999999999995
2025-03-02,polymarket,0x0ac91dc0674ea0b91e6eb9cc4a20968976d30fbce391a9050c70eaddf2fba354,0.053,0.0,0.049,0.002809,0.0024010000000000004
2025-03-02,polymarket,0x0f8b644e78bbe65c2ab9ff2aa3a9a0df135d76a46438b5584b3fe448d358bd47,0.0285,0.0,0.02,0.00081225,0.0004
2025-03-02,polymarket,0x161230064f6ce2924f0237a5b1b8de1bed35e91888ea91a6e0bc23de1d8118dd,0.07,0.0,0.075,0.004900000000000001,0.005625
2025-03-02,polymarket,0x189113c537d5f827fe5ef4805b431bc2d908241b5335032186715a3eb16a8983,0.0125,0.0,0.022,0.00015625000000000003,0.00048399999999999995
2025-03-02,polymarket,0x1bbdc459d73e6972f5ba1f687d739fde70a9774f4875611699fb00a9eb28f090,0.085,0.0,0.09,0.007225000000000001,0.0081
2025-03-02,polymarket,0x267caa12157e2494fa6ef09c62bae0c2966d85a2b84d1e9d3c15e75d973b6a07,0.0025,0.0,0.0015,6.25e-06,2.25e-06
2025-03-02,polymarket,0x324d699420ad881471d0fd29acc86e664e397bd6461b3fa440dcd3efc514ac79,0.095,0.0,0.085,0.009025,0.007225000000000001
2025-03-02,polymarket,0x35aaaa9b77b25834ddf3647bd4c34376ba3f1dcd87e3d4801c829b3658b15b82,0.07,0.0,0.095,0.004900000000000001,0.009025
2025-03-02,polymarket,0x3f816d82200f0198e72df1175e21d9f757e274307a5f93d075e3c14c7f9a4377,0.065,0.0,0.065,0.0042250000000000005,0.0042250000000000005
2025-03-02,polymarket,0x4833d7259bc503e8d211c477f7d21a00629e926382f920195d697fca38d4ad9b,0.0055,0.0,0.005,3.0249999999999997e-05,2.5e-05
2025-03-02,polymarket,0x4becea47e17b95639cbbdbe31cd968d129823be89249c2b09b911c7333772b57,0.3365,0.0,0.2865,0.11323225000000002,0.08208224999999998
2025-03-02,polymarket,0x4e26e75da2ec8c084efdb89b1883e7889f21ad32bc36a81ed13c001bebb72929,0.0025,0.0,0.0035,6.25e-06,1.2250000000000001e-05
2025-03-02,polymarket,0x4fa70c404d4c33639d5f3883226ccf2392fbcc87bb5e4029f87bacf53d0ae6b7,0.0155,0.0,0.0175,0.00024024999999999999,0.00030625000000000004
2025-03-02,polymarket,0x4fccc0dcb625ea55ff1ca0409bb44fe1952c04bc16cf5255002ceb2cc3791888,0.065,0.0,0.085,0.0042250000000000005,0.007225000000000001
2025-03-02,polymarket,0x50b8b0f741566a420756d975faaf4cc4716229cd5183c3a35b3b20ac2b5050ef,0.685,1.0,0.705,0.09922499999999997,0.08702500000000002
2025-03-02,polymarket,0x54377fdef57c1c82b31385a9164e87ff58a92ec6bb64cd55bc6d88a9e2b82fd6,0.0025,0.0,0.0035,6.25e-06,1.2250000000000001e-05
2025-03-02,polymarket,0x55881f30e5f88d7dece08a4e63daa633a9c1905ff0d454088dc16d19881fe3f8,0.016,0.0,0.0155,0.000256,0.00024024999999999999
2025-03-02,polymarket,0x570568964af751a02d31d4d829fed2f7afe8f51fdf592e0338a08cec065f01ea,0.016,0.0,0.0865,0.000256,0.007482249999999999
2025-03-02,polymarket,0x5b2691a691ece9066c2b855815e6c8784011833b17d85c65976dc7494b18e002,0.065,0.0,0.085,0.0042250000000000005,0.007225000000000001
2025-03-02,polymarket,0x5b38be7d23ad6179dbbc460e4f753760594c3fb64478f2d441776cbcd794db8a,0.0295,0.0,0.0215,0.0008702499999999999,0.00046224999999999993
2025-03-02,polymarket,0x5ce0d897bd66142c43a38204a67ad85bc3e0643382258411a5aa58ca3e825082,0.15,1.0,0.18,0.7224999999999999,0.6724000000000001
2025-03-02,polymarket,0x5dd6d072364a196c2c980b52d9df93599a63ff497619e0b6a028f9ec7d4d3252,0.009,0.0,0.008,8.099999999999999e-05,6.4e-05
2025-03-02,polymarket,0x6305af093bee55cfc31252a2ee4fac4b5af533b4884fda44978a1dfc8354343b,0.405,0.0,0.345,0.16402500000000003,0.11902499999999998
2025-03-02,polymarket,0x63e3c9432d9e3a0e9665d1152fc0a05f6ed17c9033eb9290062d25d2afb2bed5,0.731,1.0,0.8245,0.07236100000000001,0.030800249999999998
2025-03-02,polymarket,0x6452c3d3e25f381ce39e9b7ffb06cf9d7a7cf1cc6c13044c2403c4606b77e5f8,0.255,0.0,0.415,0.065025,0.172225
2025-03-02,polymarket,0x677826754ff7328696c121a398fdf495dcd2e04f84ecb6494b85b2883ccaa6ca,0.063,0.0,0.02,0.003969,0.0004
2025-03-02,polymarket,0x67cc22ede739a48424f07683b53b546579345c8c963a9b21b7e6c31501e84353,0.0155,0.0,0.058,0.00024024999999999999,0.0033640000000000002
2025-03-02,polymarket,0x6924e1f680ceef1cf6cc14a4704a3b455b0816f04e1e09523fac4c2769aaa56a,0.026,0.0,0.0335,0.000676,0.0011222500000000002
2025-03-02,polymarket,0x6b38815380c25cd7a3a13ed39fb0ebb24397154f237a2488198c133bed0533c9,0.3785,0.0,0.24,0.14326225,0.0576
2025-03-02,polymarket,0x73b046b7970a1780f1d7a0cacf73413325911dd87cdc5b63cfdc27496110fb1b,0.045,0.0,0.05,0.002025,0.0025000000000000005
2025-03-02,polymarket,0x7c3c06dfd81958876a723f95d518933ed321e96666cd005bff82f5dc18494e32,0.0075,0.0,0.01,5.625e-05,0.0001
2025-03-02,polymarket,0x7ffa1fcfaeac86d4a89afcb74c90296f0e7c3744ce5206183c9cb38651526e63,0.137,0.0,0.159,0.018769000000000004,0.025281
2025-03-02,polymarket,0x81fb3e948db1f5645556dbc01b96f50c319f1331ce8b745701197b8264c1d344,0.135,0.0,0.135,0.018225,0.018225
2025-03-02,polymarket,0x8309a3b9eb96171c215153b8dccc3bcbcfa84d709f10d9319f5cb8874ff2c728,0.04,0.0,0.031,0.0016,0.0009609999999999999
2025-03-02,polymarket,0x961b81e093d72e41855131ee700d7e649a1b627cae26fa1b639897f79b51f62d,0.021,0.0,0.027,0.00044100000000000004,0.0007289999999999999
2025-03-02,polymarket,0x9d4aa0f7fc078388aa90b44726a7918756dfa3ef3b5d286759bc5677d466aed5,0.0575,0.0,0.0505,0.00330625,0.0025502500000000004
2025-03-02,polymarket,0x9d98de23d9a87c7fe785f5b80fe0a030cc46b28863dd2b67971fe95cca4814da,0.031,0.0,0.0595,0.0009609999999999999,0.0035402499999999996
2025-03-02,polymarket,0x9fcb9901d142b5046467b4ea329508bdb19274eb1fd0fc833ee1916edd11cb73,0.155,0.0,0.155,0.024025,0.024025
2025-03-02,polymarket,0xa2bc057dc5589c13f985a22e36678d8a5fe85ea8b96f5d3256123c3951d142b7,0.0005,0.0,0.003,2.5e-07,9e-06
2025-03-02,polymarket,0xa57a712aa14e925e0e1615b737549a09b0f09db451910b68af6910b6f8b0494d,0.022,0.0,0.025,0.00048399999999999995,0.0006250000000000001
2025-03-02,polymarket,0xa6852cb4eaf23193e9dc073471131102017ba31ac9571f5ee8a12c4cc1800d7c,0.07,0.0,0.05,0.004900000000000001,0.0025000000000000005
2025-03-02,polymarket,0xa9fcdaf248a0560f83cf7c7e75cad23d3151b2169a22f22b316eb822bdc27329,0.0005,0.0,0.0015,2.5e-07,2.25e-06
2025-03-02,polymarket,0xab6faa3e66abacc484bbb4bd31ae5e2a56d6f6252b5023631f1bd9e5299fa2f8,0.115,0.0,0.145,0.013225,0.021025
